Player,Team,FPTS,High_FPTS,Low_FPTS,VAL,F,C,PS,Position
Kene Nwangwu,MIN,30.2,48.4,25.0,-6.51875,-6.84375,-5.38125,0.0,RB
Rico Dowdle,DAL,30.2,47.2,17.2,-6.51875,-7.33125,-5.45625,0.0,RB
Craig Reynolds,DET,30.0,53.6,12.5,-6.53125,-7.625,-5.05625,0.0,RB
Evan Hull,IND,29.9,51.2,15.6,-6.5375,-7.43125,-5.20625,0.0,RB
Chris Evans,CIN,29.8,48.2,24.2,-6.54375,-6.89375,-5.39375,0.0,RB
DeWayne McBride,MIN,28.9,54.0,20.7,-6.6,-7.1125,-5.03125,0.0,RB
Malik Davis,DAL,28.8,58.8,6.7,-6.60625,-7.9875,-4.73125,0.0,RB
Zonovan Knight,NYJ,28.6,55.2,12.5,-6.61875,-7.625,-4.95625,0.0,RB
Ty Montgomery,NE,28.1,34.5,20.3,-6.65,-7.1375,-6.25,0.0,RB
Anthony McFarland Jr.,PIT,27.2,67.8,13.5,-6.70625,-7.5625,-4.16875,0.0,RB
Travis Homer,CHI,26.9,54.2,11.5,-6.725,-7.6875,-5.01875,0.0,RB
Boston Scott,PHI,26.4,54.5,8.6,-6.75625,-7.86875,-5.0,0.0,RB
Kyle Juszczyk,SF,26.3,36.1,23.5,-6.7625,-6.9375,-6.15,0.0,RB
Sincere McCormick,LV,25.5,15.0,15.0,-6.8125,-7.46875,-7.46875,0.0,RB
D'Ernest Johnson,JAC,23.5,53.4,9.5,-6.9375,-7.8125,-5.06875,0.0,RB
Tyler Badie,DEN,23.3,54.5,11.9,-6.95,-7.6625,-5.0,0.0,RB
Patrick Taylor Jr.,GB,23.0,34.5,13.9,-6.96875,-7.5375,-6.25,0.0,RB
Tony Jones Jr.,DEN,22.8,43.8,12.2,-6.98125,-7.64375,-5.66875,0.0,RB
Deneric Prince,KC,22.7,33.8,17.4,-6.9875,-7.31875,-6.29375,0.0,RB
Demetric Felton Jr.,CLE,22.5,52.1,14.2,-7.0,-7.51875,-5.15,0.0,RB
Dare Ogunbowale,HOU,22.5,46.6,10.8,-7.0,-7.73125,-5.49375,0.0,RB
James Robinson,NYG,21.9,42.8,11.7,-7.0375,-7.675,-5.73125,0.0,RB
Gary Brightwell,NYG,21.1,37.8,9.6,-7.0875,-7.80625,-6.04375,0.0,RB
Kevin Harris,NE,21.0,30.4,16.6,-7.09375,-7.36875,-6.50625,0.0,RB
Damien Williams,LV,19.9,21.5,12.5,-7.1625,-7.625,-7.0625,0.0,RB
John Kelly Jr.,CLE,19.6,30.3,9.5,-7.18125,-7.8125,-6.5125,0.0,RB
Mohamed Ibrahim,DET,18.1,21.0,20.9,-7.275,-7.1,-7.09375,0.0,RB
Salvon Ahmed,MIA,18.1,36.2,8.9,-7.275,-7.85,-6.14375,0.0,RB
Hunter Luepke,DAL,17.9,16.3,15.5,-7.2875,-7.4375,-7.3875,0.0,RB
Lew Nichols III,GB,17.8,15.0,12.8,-7.29375,-7.60625,-7.46875,0.0,RB
Myles Gaskin,MIA,17.8,36.2,11.0,-7.29375,-7.71875,-6.14375,0.0,RB
Tyrion Davis-Price,SF,17.8,42.6,3.2,-7.29375,-8.20625,-5.74375,0.0,RB
Brandon Bolden,LV,17.5,32.4,11.7,-7.3125,-7.675,-6.38125,0.0,RB
Justice Hill,BAL,17.2,28.7,9.1,-7.33125,-7.8375,-6.6125,0.0,RB
Brittain Brown,LV,17.2,15.0,8.7,-7.33125,-7.8625,-7.46875,0.0,RB
